LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
10000,52,3,2,2,0,3,5,3,-1,2577,1567,7763,2128,7021,5424,350,11,1516,155,4115,542,1
72144,53,3,3,3,-1,0,-1,-1,0,43192,30233,20083,31404,44702,50265,1958,5828,4395,3790,3651,17648,1
394317,61,1,1,-1,0,-1,0,0,0,38704,29467,94768,176251,147332,169675,344,3645,0,41212,15421,139548,0
18410,34,4,2,0,1,4,-1,1,1,2824,2622,10384,11658,189,5884,2056,927,5687,2147,73,1511,1
93575,37,1,1,-1,-1,-1,-1,0,0,77526,64615,57057,36729,36327,39691,14941,10187,12612,0,18496,3821,0
35635,54,2,2,-1,-1,-1,0,0,0,7123,19976,11729,20770,11979,19875,1522,1702,3242,3498,5067,0,0
66501,24,3,1,0,3,0,0,-1,6,51231,38422,40156,27409,17691,56330,12951,20217,14524,7920,1539,15800,0
26395,38,1,1,-1,-1,-1,0,-1,0,7290,12051,18365,4196,4835,14404,1598,990,3645,1076,862,2927,0
44115,59,2,2,-1,0,0,-1,-1,0,6730,36463,28657,11492,11041,19693,961,17968,8510,0,1858,2054,0
120203,73,2,1,0,-1,0,-1,-1,0,83311,13307,97146,22831,20397,94173,47628,889,54185,11477,3288,28722,0
65997,49,1,2,-1,0,-1,-1,-1,0,33341,19537,48198,35649,26552,14654,3211,3265,12133,20901,9135,2881,0
13321,42,2,1,4,3,0,0,0,0,1266,4625,3414,6045,7781,0,170,845,737,1468,991,0,1
185311,44,1,1,0,0,-1,-1,-1,-1,32788,8761,110789,35266,73158,154300,0,2807,32822,6325,0,14179,0
17382,58,2,2,-1,0,-1,-1,0,-1,11401,4577,7886,7196,14487,8251,852,741,1628,0,3956,1597,0
73090,50,1,2,0,0,0,-1,-1,0,30277,38013,44404,37035,38037,3706,15523,6486,7411,2236,362,282,0
109380,22,1,1,-1,0,0,0,-1,0,44680,9591,5692,54720,46037,90952,17036,0,959,10403,5507,26562,0
53953,50,2,2,0,0,0,0,-1,0,0,10813,10396,33320,34201,18927,0,4976,4073,15823,1832,2526,0
522521,42,1,1,-1,0,-1,-1,0,0,310256,94942,36946,124419,298862,217609,149111,35917,15026,0,143642,0,0
88172,58,2,2,0,0,-1,0,0,0,41857,15621,14321,40566,14750,45688,11799,8076,905,4801,6208,522,0
41694,68,2,1,0,0,0,0,-1,-1,20777,6983,8976,11193,15190,33637,4993,698,0,5808,3165,4000,0
79390,72,2,2,-1,0,-1,0,-1,-1,35520,5356,47513,55627,45992,0,8652,2242,0,27777,19475,0,0
81180,53,1,1,-1,0,-1,-1,-1,0,56100,22106,37592,25155,31282,44779,17928,5387,4864,15323,1403,24636,0
35554,40,3,2,4,-1,4,4,1,-1,15803,9134,3033,16934,9953,4128,6614,5826,1258,0,2313,861,1
59577,44,2,2,3,4,-1,0,0,2,26105,29317,13715,9414,18024,30626,2974,6526,2810,0,10178,3063,1
48494,30,1,2,-1,-1,2,6,2,0,22799,14142,0,19110,33039,28210,7764,7427,0,5129,7840,11045,0
58123,71,2,1,0,0,0,0,-1,0,42522,38865,25251,7556,41123,26327,503,19153,12066,1476,0,2962,0
32715,66,2,1,-1,0,0,0,-1,-1,5426,5637,17435,16774,7870,18732,0,202,9206,7785,4627,4418,0
10754,67,2,1,0,-1,-1,3,6,2,9445,5099,5064,3950,3466,3549,361,1440,671,0,96,444,1
122046,38,2,2,0,0,0,0,0,0,48347,16875,34464,47352,45592,73523,15494,3663,15414,9988,3570,14263,0
31183,38,2,1,0,0,0,6,0,0,7248,21992,14623,5651,16604,59,2103,143,4891,1129,3607,12,0
38423,67,4,2,0,0,0,0,-1,-1,16580,14552,10804,9697,15417,12747,5703,3413,2955,4722,0,3601,0
26679,50,2,1,-1,-1,-1,-1,0,-1,5034,12269,552,13390,11202,8865,835,6151,90,9420,1002,1200,0
27331,59,2,3,-1,-1,0,0,0,0,10673,9431,989,10206,14980,15079,0,4501,278,0,5005,3580,0
21350,47,2,2,-1,0,-1,-1,-1,0,2229,10469,8873,7759,9549,4744,0,2437,1375,3617,2885,345,0
73274,44,3,2,3,4,3,1,-1,-1,32200,25533,24109,37217,54282,21637,3758,8302,6920,7833,16188,5020,1
88885,55,3,2,2,0,-1,0,4,0,44605,23133,54269,8918,24491,51857,32353,5685,7256,1566,4203,8807,0
70067,64,1,2,-1,-1,-1,0,0,3,9627,26673,42103,27904,42176,37369,7477,14264,11360,11617,0,25158,0
44673,39,1,2,-1,-1,0,0,-1,0,20448,15451,40115,8576,27546,16851,3559,4505,15203,481,1332,3530,0
12651,64,2,2,-1,-1,0,-1,-1,-1,842,4357,7374,8548,2521,6884,252,158,893,2625,59,3655,0
92627,34,2,2,0,-1,0,4,-1,0,41821,13918,29232,19242,19795,72319,17874,0,16929,15725,2243,27005,0
28531,42,2,1,0,3,4,-1,0,0,5217,5240,10204,7224,3313,5035,309,562,1047,1950,0,631,0
20054,70,2,1,-1,-1,-1,-1,3,0,17770,8401,14690,12394,4582,5147,0,0,0,1723,787,935,0
35127,72,3,2,4,-1,0,0,0,3,2421,23132,12375,8273,19803,2165,452,5431,3531,1752,0,1310,0
37522,70,2,2,-1,0,-1,-1,-1,-1,13211,19560,36427,18089,24172,22914,3802,11569,18199,9915,5803,4027,0
14553,38,2,1,0,-1,2,6,-1,0,1390,13381,9984,4898,697,5445,246,8670,2675,1800,296,2174,0
22740,66,1,1,0,0,0,0,-1,0,13278,10304,16305,6982,8436,7309,1313,1585,1455,617,1219,2740,0
64166,71,2,2,-1,5,5,1,0,-1,44010,46315,14296,24447,6356,31482,1865,4982,0,4438,862,0,1
40616,73,1,1,-1,0,-1,0,-1,-1,25463,7690,12014,18899,18250,6168,10514,2905,3429,1228,2161,1245,0
73733,22,2,2,0,-1,-1,-1,-1,-1,44056,22149,23173,38420,41684,19989,0,580,10438,7437,0,3960,0
55117,61,2,2,0,0,-1,0,-1,-1,31479,7830,47133,24035,14347,27659,4439,5728,10470,6272,4355,15170,0
113327,74,2,1,0,-1,0,-1,-1,6,7112,17704,55626,75406,91166,28829,2098,4111,5122,0,32306,5140,0
25192,62,2,1,-1,-1,0,5,5,-1,4564,6597,19587,6538,2959,2284,368,5317,5052,1733,623,0,0
59052,33,2,1,0,-1,0,-1,0,-1,27559,25402,31395,15616,7569,36183,10715,3804,7568,1377,659,8454,0
114358,62,1,1,0,0,0,-1,-1,0,90366,41145,37600,41097,53517,20249,27785,2460,8117,19730,0,4633,0
41585,26,1,2,-1,0,0,-1,-1,1,12946,15549,7961,31701,15545,20045,352,3388,2659,8170,2101,3368,0
84549,46,3,2,4,0,0,0,0,-1,60041,25291,14035,24339,13029,4996,24409,4901,0,17563,0,198,1
10000,54,3,2,-1,-1,0,-1,-1,-1,10000,1212,6451,6564,9047,6077,999,729,428,318,786,170,0
35246,45,1,1,0,-1,-1,-1,0,-1,14674,17811,4680,2940,26255,12644,940,2952,136,300,0,5930,1
17562,58,1,2,-1,-1,0,0,0,2,8276,8146,6571,1624,4817,4912,0,4236,0,87,1298,2051,0
27208,33,2,1,-1,-1,0,-1,0,-1,13944,8172,5170,9539,10805,2097,1082,305,0,1931,2016,47,0
43318,53,2,2,0,-1,0,0,-1,-1,11680,9940,10617,16983,5468,29019,0,902,844,2891,2483,4567,0
95339,55,2,1,0,-1,-1,0,0,1,39485,12885,38723,36621,44203,15623,16672,0,27271,1669,8445,3515,0
60611,55,1,2,-1,-1,-1,-1,-1,-1,32728,36012,7148,21549,37890,44704,0,4629,0,3330,0,10748,0
30445,36,2,2,-1,0,6,0,0,0,19979,7927,23870,15109,6800,9593,8847,1465,0,1872,335,1737,0
19872,37,1,1,-1,0,0,-1,-1,-1,15805,7349,3340,4382,8765,8753,7725,2735,0,987,1645,1572,0
25981,34,1,2,-1,0,-1,-1,0,0,14394,10151,9030,13354,5905,18078,4542,5182,2795,4273,4296,2047,0
87959,45,1,1,-1,0,0,-1,-1,-1,10751,44730,27007,26018,10959,15023,2519,13667,4547,0,6517,4991,0
99226,52,2,1,0,4,0,2,-1,0,35330,24568,25520,52835,45968,50814,2094,5171,2048,4572,16035,0,0
35053,40,2,2,0,0,-1,0,0,-1,7346,0,14306,12417,21569,13080,707,0,4376,5722,6097,9876,0
180824,43,1,2,0,0,-1,0,-1,-1,131386,76479,35476,5248,29439,79439,5423,17177,7296,1779,7446,3058,0
22926,36,2,1,-1,0,-1,0,0,0,7639,16541,11266,0,7904,17453,1206,3602,3459,0,3052,1844,0
35866,32,2,1,-1,0,0,-1,0,-1,15601,15449,28918,18886,14450,10475,0,0,0,2089,5745,1514,0
38372,56,2,1,0,0,-1,6,0,-1,11042,4011,19229,25845,19602,16280,347,2213,612,7331,8577,0,0
116640,65,3,2,-1,0,3,2,-1,0,37098,55756,54399,18057,43046,37219,5525,30282,39581,7927,0,21585,0
76374,36,1,2,0,-1,-1,-1,-1,0,30960,37352,53526,47559,13099,11223,10593,10718,9184,0,4209,926,0
10000,67,3,1,0,4,4,-1,0,2,2056,0,4137,3081,4113,7452,340,0,2030,1197,1161,0,0
104958,51,2,1,0,0,-1,0,0,0,20606,53103,10332,57345,41695,33045,0,26478,3023,11831,13335,24045,0
214645,30,2,2,0,-1,-1,-1,-1,0,94841,131047,27135,53081,110392,77137,28738,17179,532,9053,31233,17769,0
40143,40,2,2,-1,-1,0,0,-1,0,27859,10595,16553,9020,9207,0,4210,3928,4165,0,1657,0,0
33483,21,1,1,-1,-1,0,0,-1,-1,18538,18008,15395,7209,20039,20889,2536,6669,4781,1827,288,4147,0
137019,23,1,2,0,-1,0,-1,-1,0,31584,85081,68873,69349,91198,70735,10577,48778,0,2969,31971,24374,0
165171,39,4,1,0,0,-1,6,2,2,57179,48286,50985,49716,29892,99409,20220,2259,9010,29359,0,41465,0
96662,45,2,1,0,0,0,-1,-1,0,47252,32658,44315,58202,45094,32828,11586,0,19960,10753,0,10610,0
13381,64,2,2,-1,-1,0,0,0,0,3380,6817,4307,4551,6248,2570,766,1503,2635,620,1279,1379,0
89656,28,2,2,0,-1,0,-1,6,6,20919,40331,39185,55016,45565,40672,11862,10305,11877,0,14645,12564,0
94829,66,1,1,-1,-1,0,0,0,0,18254,9218,28950,60649,24083,38337,1147,2461,3759,39351,13622,3286,0
31976,33,1,2,-1,0,-1,0,-1,-1,22559,12810,18523,16677,5663,13649,6028,8629,2415,0,1836,4082,0
137455,28,2,2,0,-1,-1,0,-1,6,42890,4333,15794,69620,44216,52793,12450,0,8180,0,7452,26587,0
69611,58,2,2,-1,-1,0,-1,-1,-1,16188,20112,32569,24042,42018,19269,8911,1896,18485,9536,0,2056,0
140360,62,2,2,-1,-1,2,2,0,-1,23656,34580,11227,74737,59923,42010,1006,20659,822,0,17693,6644,0
20969,53,2,2,0,0,0,-1,-1,6,10280,15776,2268,10750,9928,3501,3459,1210,476,1726,5100,0,0
67441,27,2,2,-1,-1,-1,6,6,-1,45586,7772,48570,30687,21342,43885,17495,2349,0,10102,14873,18138,0
23954,27,2,1,0,0,1,1,1,-1,15598,1570,7075,11326,8979,11169,3253,242,2288,0,1829,5192,0
83667,42,1,2,-1,0,-1,0,-1,-1,33682,64010,17042,6403,25329,13641,6379,0,2200,354,0,4301,0
159816,45,2,1,0,-1,-1,5,6,0,76100,83273,46859,64525,60142,97051,10437,49125,31661,33771,10703,25383,0
15660,74,2,2,4,-1,-1,-1,0,0,11394,6581,4560,1596,677,5723,5315,1408,1062,0,113,2629,1
22954,36,1,1,0,0,0,3,5,0,8231,3856,6986,5716,17167,3988,3434,0,0,1236,2548,684,0
147392,31,1,1,-1,0,-1,-1,0,-1,85660,68495,57176,65492,78848,72874,28754,6309,1207,0,22427,9878,0
67858,72,1,2,0,0,-1,0,0,1,20174,36081,33543,50934,32631,8460,0,6788,16845,10951,7145,2915,0
175164,29,1,1,0,-1,5,3,0,0,91714,29898,60913,96885,51489,45997,0,21415,16069,15670,0,0,0
25698,22,2,1,-1,-1,0,-1,0,0,10566,4819,18788,4651,13759,7319,0,2573,0,730,0,2015,0
71497,43,1,1,0,0,-1,0,-1,-1,40801,50342,22949,22975,19073,33084,18511,4309,7537,3298,9568,11001,0
85008,42,2,2,-1,-1,-1,0,0,0,18597,44636,45473,31051,64624,26888,2056,8019,20659,8375,3892,6396,0
81196,54,1,1,-1,4,0,0,0,-1,7323,51797,41933,37232,17744,34209,1349,20475,23509,14449,3096,19196,0
16407,68,1,1,3,-1,0,-1,5,4,10963,8949,6420,0,4480,8443,2396,2893,0,0,2365,667,1
656416,71,1,2,0,-1,0,-1,0,0,309269,379731,351896,318300,116713,358227,137314,37454,0,121050,19588,97191,0
81335,36,1,2,0,-1,0,-1,0,-1,22341,17002,57805,37889,55790,22868,13298,1068,37438,14251,4673,12997,0
11742,73,4,2,0,3,0,-1,0,0,7557,5752,2603,1580,2445,11123,1220,1838,675,318,392,0,1
88241,55,1,1,5,4,1,0,-1,6,54985,34134,6665,33978,28002,14455,7466,3351,2049,12168,8391,2166,1
96740,24,1,2,-1,-1,-1,3,1,4,12595,4227,6661,57980,42930,30416,0,605,3775,0,20534,15291,0
151996,71,1,2,-1,-1,-1,-1,4,5,29242,64900,74583,18311,80452,87573,14951,0,14157,5974,4743,43745,0
102920,28,2,2,2,6,-1,0,-1,0,25251,17538,29328,55261,36414,11931,1429,4322,0,27716,17482,6867,1
41312,52,2,2,-1,0,0,0,-1,-1,25809,14205,18334,26413,5095,27616,828,0,564,0,19,10988,0
12361,63,2,1,-1,-1,-1,0,-1,-1,949,0,3376,3372,1499,12361,310,0,0,96,254,1867,0
70904,34,2,2,0,-1,-1,0,0,-1,26655,34716,28509,33141,29806,13210,0,0,18254,7542,15287,0,0
13174,35,2,2,-1,4,1,0,0,0,3492,11429,6290,3404,1618,9390,82,0,2828,652,354,360,0
129598,46,2,1,-1,-1,2,0,2,-1,101375,66282,47242,88094,53090,86529,48774,0,11082,13406,6738,18196,0
19093,68,3,1,-1,-1,0,0,-1,0,8459,4151,1617,3557,11622,6350,1349,195,0,248,8357,2261,0
81468,33,2,1,-1,-1,0,-1,4,5,40286,32083,12413,12935,43151,19540,23316,14569,0,578,0,5656,0
40600,56,1,2,-1,-1,-1,-1,-1,0,10685,14152,27749,9887,19350,26059,1894,0,0,6242,3604,772,0
33069,45,2,1,-1,0,-1,-1,-1,0,5132,10179,12001,10391,10875,26934,780,4439,3589,1124,1224,5266,0
18079,27,3,2,-1,-1,-1,-1,-1,0,3446,3721,7141,2207,0,12684,0,2198,2712,0,0,2456,0
86930,59,2,2,-1,1,-1,-1,-1,0,60305,55597,67428,26512,48418,29322,27094,33878,12874,7713,7487,3681,0
20873,65,4,1,-1,0,0,0,-1,0,13754,14965,11705,7215,10410,11691,2401,6870,712,2702,825,4218,0
63459,52,3,1,-1,-1,0,5,3,0,2820,10093,40107,34400,27287,42077,742,2254,4247,11766,0,14698,1
42630,30,1,1,0,0,-1,0,0,0,26374,11265,25633,13681,30468,6321,4525,4446,6349,4632,3634,1607,0
40735,29,2,1,-1,-1,-1,-1,0,-1,13351,26949,17745,19162,23374,19934,63,12059,3193,3943,3682,1955,0
50435,43,2,2,-1,-1,-1,5,5,4,7370,22509,37568,3203,30884,9787,107,5893,17526,1145,15631,0,0
55440,48,2,2,0,0,0,4,-1,0,29694,15788,33434,5754,38112,1079,10503,4987,7587,1337,0,278,0
23403,50,2,2,1,4,-1,-1,0,0,2077,14474,12184,8734,8760,0,0,1848,0,3516,1953,0,1
60256,34,3,3,6,2,2,0,-1,-1,38876,3845,36470,24153,17475,37804,18787,0,5452,6567,0,4800,1
39455,48,2,1,-1,0,4,-1,-1,0,8005,5950,4794,22138,2540,7777,0,1277,1926,2723,553,1753,0
75744,36,2,2,0,2,3,-1,-1,0,15619,34664,27528,6199,20567,60411,1166,12548,15354,919,5642,1931,0
67743,58,1,2,0,-1,-1,-1,-1,0,40187,32275,24270,20603,20688,42775,13303,6956,0,9289,8856,0,1
78367,64,2,2,-1,0,0,0,0,-1,43391,21230,16237,3275,36456,43056,0,7107,1775,1580,6426,24465,0
24692,56,3,1,-1,0,6,0,0,-1,18740,7130,11756,10022,7185,6596,6863,1443,740,2378,1258,210,0
26064,21,2,1,-1,0,5,0,0,0,11350,21027,4862,16769,12760,4964,5496,13003,413,3212,0,3044,1
96563,74,1,2,-1,-1,0,0,-1,-1,27670,8382,50924,31961,24928,15974,1986,1290,10078,4954,743,4815,0
23117,22,3,2,-1,0,0,-1,2,4,5417,5484,3748,1544,10913,16142,735,1407,2109,0,2692,4391,0
110233,74,3,1,-1,0,0,-1,6,2,56322,75315,27724,44198,44087,21323,0,57411,0,9815,17217,9296,0
51747,22,2,1,0,0,-1,0,-1,-1,23057,22238,19838,30572,21957,20512,1868,3865,1168,4117,10628,7043,0
22869,48,1,2,0,0,-1,0,-1,0,5418,3682,5715,121,3586,13434,828,434,2083,14,782,7240,0
30688,26,2,2,-1,0,-1,0,4,1,14584,7356,8709,2747,13067,16572,3935,2104,5286,1252,1779,11290,0
30854,26,1,2,-1,0,0,4,2,6,5042,2938,19570,18190,11433,19806,3393,968,298,3333,4069,5007,0
161911,57,1,1,0,0,0,0,5,0,110929,141300,100569,70681,103025,85209,0,44664,19233,0,0,15775,0
91019,60,2,1,-1,-1,2,4,-1,0,46072,18897,13788,65985,63550,22473,6748,10050,2403,24302,6016,3290,0
32679,27,3,2,0,-1,-1,2,6,-1,7887,22764,25960,17720,4887,0,1296,0,0,9280,1231,0,0
61824,73,2,2,0,-1,-1,-1,-1,-1,7353,20043,49650,24465,35899,37454,980,0,40157,13016,3746,3974,0
31990,38,3,1,-1,0,-1,3,6,5,546,6928,12962,25504,28225,11294,85,1377,3917,1335,758,0,0
68298,38,3,2,-1,0,0,-1,4,6,38386,12434,19659,15270,57678,40882,0,3098,786,6925,0,0,0
104019,37,1,1,0,-1,0,0,-1,1,25977,30260,45133,50443,60873,48179,0,13938,18881,3599,0,21538,0
120144,45,1,2,-1,0,0,0,-1,0,59025,67930,77198,76570,78745,34399,0,28144,49662,10369,14579,2339,0
42046,30,2,1,-1,0,-1,-1,-1,-1,4249,13541,13494,8627,10301,13400,326,2904,683,3111,2252,3029,0
29576,43,2,2,0,0,4,3,3,4,16104,14029,15557,8569,12924,6739,1244,7905,3856,2038,0,1514,1
83453,32,2,2,-1,0,1,-1,0,0,31329,56388,23765,26789,6993,55578,11615,1279,0,18057,3158,9171,0
169578,23,2,1,-1,-1,0,-1,-1,-1,61077,79296,106162,67708,39947,59511,4327,6188,51976,3688,0,30020,0
118753,40,2,1,0,-1,-1,0,0,-1,71852,38914,37095,9884,34790,72014,0,4468,0,2566,20940,16415,0
173742,57,2,1,4,-1,-1,0,-1,-1,120341,22333,45432,70632,100311,13857,23649,10413,0,31108,36152,0,1
55805,62,2,1,-1,0,-1,-1,-1,-1,27466,364,8229,22668,20259,35783,10627,18,1145,8163,6822,14355,0
31586,40,1,2,-1,0,0,0,-1,3,6995,4415,14886,24883,18954,6332,1785,1039,4031,0,1497,414,1
33911,38,1,2,-1,-1,0,-1,0,-1,11379,17964,13042,10997,5222,18075,5296,3912,3637,4788,1136,3855,0
206928,63,1,1,0,0,-1,4,0,0,61200,58749,69801,119481,127937,33241,27743,8335,5824,27670,68282,15004,0
10000,57,3,2,0,-1,0,-1,-1,0,4902,6162,6569,1175,6348,6178,2302,1231,2225,488,1114,1090,0
114362,65,3,1,0,5,5,6,6,0,58871,89741,24762,67709,68590,49923,22951,10216,3886,9920,8185,8770,0
26105,69,2,2,-1,0,-1,-1,0,-1,15036,5620,9637,2369,11710,11162,1939,1625,4087,1051,4137,3132,0
319714,65,1,2,0,2,6,0,-1,0,25233,139743,34619,97502,64568,74146,7693,0,8090,12970,4416,0,0
46328,71,2,1,-1,0,0,0,0,4,5316,29286,33959,23072,13938,15303,0,17375,2926,11633,0,2867,1
122336,43,1,2,-1,3,0,0,-1,-1,61817,119711,70134,82930,34426,58780,19487,0,4513,0,10768,14385,1
330392,42,2,2,-1,-1,-1,-1,-1,-1,70299,178463,104696,127226,27761,113842,27019,0,16736,0,2637,15804,0
52699,38,1,1,0,6,-1,0,-1,0,14380,42931,16471,38586,15081,35339,4144,10592,9307,19256,28,0,0
25998,33,3,3,-1,-1,2,0,1,6,6530,11639,5150,16358,7948,13448,1720,4489,2501,6695,666,8552,1
39363,61,1,1,0,6,1,-1,0,0,32304,2588,20867,29977,8878,11466,10938,0,3710,0,3750,3487,0
21995,59,2,1,0,0,1,0,0,0,12513,11536,7712,17040,7640,8684,0,2765,113,0,150,1283,0
26356,64,4,2,-1,-1,-1,2,-1,0,3841,12810,19697,4614,15436,3137,530,3175,4537,1060,9915,999,1
31449,30,2,1,0,-1,2,-1,-1,-1,7290,4211,8529,8032,14951,4839,1307,1699,2204,4681,0,543,0
25242,47,1,1,-1,0,0,-1,0,0,6395,8484,12805,12857,13892,7152,1272,1554,1834,3782,6914,1593,0
28996,32,3,1,5,0,0,-1,0,5,7124,6913,23909,16517,13856,4144,775,3272,13232,1480,4508,489,1
70250,69,2,1,-1,-1,4,0,3,4,43094,20830,12209,1273,17441,20397,16349,0,0,207,10033,1570,0
23939,35,2,1,0,0,-1,0,-1,6,8853,3252,16911,11186,7411,13651,0,997,4079,2334,2933,0,0
43046,28,2,1,-1,-1,-1,-1,5,0,13395,28840,5040,16372,32667,14390,328,6116,838,6649,9698,7213,1
105717,51,3,2,3,3,5,5,-1,0,70677,14641,48832,55048,43176,51216,36667,724,18220,26491,11307,12261,1
15746,68,2,2,-1,0,-1,0,-1,-1,7447,8250,6089,4055,10395,0,754,1163,0,829,1192,0,0
229884,70,2,2,0,0,-1,-1,0,0,64266,76975,41146,33880,111533,34142,0,15589,4889,6299,41434,2627,0
28589,26,2,2,-1,-1,0,0,-1,0,12891,15740,16762,14423,3778,10456,0,0,6952,823,1390,1063,0
80595,38,1,1,-1,-1,0,5,5,3,38899,36361,26533,28662,10719,33713,9072,15605,3070,6127,2395,7635,0
136397,29,2,2,-1,0,-1,0,0,-1,51013,69691,5451,50777,32543,14763,1912,15515,1120,20980,6843,13630,0
243761,37,1,2,5,1,1,0,0,0,153096,29690,108861,137327,129216,133845,18964,13069,35909,18102,37023,19875,1
71385,49,2,2,-1,-1,-1,1,2,-1,21416,30112,6006,41704,26187,26947,4487,255,1428,0,11922,4221,0
28124,36,2,2,0,-1,0,6,3,3,20290,6398,5502,17766,9372,4161,4125,4100,1183,4602,4514,510,0
36688,24,1,1,-1,0,-1,0,-1,-1,12445,6654,4739,7324,23811,23272,4703,0,1052,2306,7399,0,0
30948,48,2,1,-1,-1,-1,0,0,0,11647,28773,17705,14821,17194,20001,568,7072,7682,3611,1465,5032,0
222216,23,2,2,-1,-1,-1,-1,0,6,109363,102853,71841,94329,110996,73505,18000,22245,15404,6391,0,4239,0
50511,33,1,2,0,-1,-1,0,0,0,25338,21917,9016,28182,14080,29361,3708,7477,2499,3750,5804,8640,0
88909,21,1,2,5,-1,-1,0,0,-1,30587,19138,21723,28135,29042,54067,17663,4639,1616,11650,12557,17282,1
14888,25,3,2,-1,0,-1,0,0,-1,6260,1556,1062,3474,9958,6159,1756,537,492,2789,2659,2478,0
13605,44,3,1,1,0,5,4,-1,1,1116,5095,5764,6021,4629,4102,292,1684,2319,1431,670,233,1
50066,66,2,1,0,-1,4,2,6,-1,32629,24033,32865,28532,38123,15900,1826,4084,19763,12612,0,0,0
52927,62,1,2,3,-1,0,-1,-1,-1,23463,21173,8338,28641,35470,29557,10758,1092,1507,364,0,1793,1
56112,26,1,1,-1,0,0,-1,0,-1,13031,4538,15168,14327,9925,30147,0,1613,8554,5400,4776,10207,0
21019,22,1,2,0,0,-1,0,-1,-1,15529,0,810,17783,4232,10494,0,0,107,12550,2114,1804,0
46221,39,2,2,0,0,0,0,-1,0,37817,20145,19686,29265,3223,15669,0,6176,2003,9361,1673,4089,0
118508,56,3,1,-1,-1,-1,4,0,4,3245,27419,47706,37888,33455,33788,302,8800,9416,16722,0,9568,0
24774,61,2,1,0,-1,-1,0,0,1,12835,5545,10800,13822,9865,9134,2484,0,0,0,3140,3368,0
140704,65,1,2,0,-1,-1,0,4,-1,19968,44974,20306,28188,79446,94624,3477,5544,6334,3965,9933,12794,1
10000,39,3,2,6,-1,0,0,-1,0,675,6817,2578,269,1206,3495,60,557,195,5,151,894,1
25799,30,2,2,-1,-1,-1,3,0,1,4747,18771,14235,2536,2412,20624,1069,11465,3314,0,361,8303,0
14885,22,1,1,0,-1,-1,0,-1,-1,10868,6401,2765,2369,6848,4750,181,0,782,340,678,192,0
131789,28,2,1,-1,0,0,-1,0,-1,13395,90215,72465,42304,80173,40770,2353,24066,0,11141,15332,20974,0
138620,24,1,1,0,1,2,0,0,0,81372,19419,2699,22758,97805,79509,13503,1396,311,12986,38791,11536,0
15000,67,3,1,0,-1,-1,2,2,2,9864,1538,8634,8353,0,3741,0,0,764,2639,0,177,1
61785,35,2,1,5,1,4,0,-1,3,25054,11398,14731,29606,38776,38911,13572,4946,6347,0,0,2236,1
128202,65,2,2,0,0,-1,-1,0,0,73091,50153,29756,75766,58777,16601,9096,28288,6615,11483,15920,3630,0
145183,50,2,1,-1,0,0,-1,-1,0,17469,130701,4534,89142,39636,16976,0,61020,0,25051,23976,2247,0
24802,50,3,2,-1,-1,2,6,0,6,0,2377,19069,1596,9447,1899,0,292,0,379,5004,754,0
10000,45,2,2,0,0,0,0,5,-1,2281,2169,4319,4234,1763,0,1178,397,0,919,0,0,0
23888,65,2,2,-1,-1,0,-1,-1,0,1988,19058,8719,13467,11329,7777,289,2623,0,0,2874,5313,1
126675,23,1,2,3,1,0,2,1,0,22360,6172,82219,80656,81876,61546,1022,1784,5446,44885,17068,5161,1
183953,26,3,1,0,0,0,0,0,5,101752,72306,27024,135774,28168,56822,76680,17492,7948,52184,7846,4523,0
46935,43,2,2,0,0,2,0,-1,-1,24517,11663,19179,7027,17612,15371,0,7622,4456,670,4422,2631,0
42235,42,1,1,0,-1,0,0,-1,-1,3014,4783,18178,18087,19793,10797,1503,904,2148,0,3576,4369,0
233938,50,3,1,-1,0,-1,0,4,0,64175,54651,131960,7042,68117,148146,5226,30641,66673,1258,27318,0,0
94945,60,1,2,-1,0,0,-1,-1,0,77727,24848,28708,63562,39184,47326,8428,5025,12309,0,0,16520,0
25700,52,1,1,1,3,-1,0,0,-1,2958,12651,20087,8479,5496,3647,0,4497,0,3292,174,742,0
44572,34,2,1,-1,0,-1,-1,0,-1,15705,11369,34019,12154,25294,159,5171,2223,9043,1909,4983,33,0
152728,38,1,2,0,0,0,-1,-1,5,18875,75386,56986,47966,76946,44215,6450,17248,21346,14206,50633,0,0
46337,61,2,2,-1,0,0,0,-1,0,11902,35131,12570,25732,9736,17572,2370,4969,0,2117,2734,8125,0
129567,31,1,1,0,0,-1,0,0,-1,13096,87530,53137,49866,87882,26388,0,0,26028,26095,14721,13109,0
19005,48,1,1,-1,0,-1,0,-1,5,18825,1494,5508,2723,3708,5015,9992,917,278,586,793,608,1
21788,50,1,1,0,0,0,0,0,-1,9307,9153,4834,12317,11140,11511,4652,1470,0,861,3443,3229,0
38123,61,1,2,-1,0,-1,-1,-1,0,11775,13533,13532,8868,8595,17581,8333,2460,2966,3068,4363,1326,0
27380,59,3,2,-1,0,0,-1,-1,6,7008,3857,10658,17020,22481,5776,184,2598,4127,4042,0,132,0
